componentId,sellable,graceSku,websiteSku,type,neck,finish,capColor,capStyle,color,trimColor,applicator,convexFamily,itemName,status,typeEvidence,dotted,rollerMaterial,psdStem,psdLibrary,psdPath,psdFolder,psdMatch,psdCanvas,psdHiddenLayers,stockStatus,imageUrl,productUrl,source,confidence
CMP-ROC-MBLK-20400-T,True,CMP-ROC-MBLK-20400-T,CPRoll20-400TallMattBlk,roll-on-cap,20-400,Black,Black,Tall,Black,,Plastic Roller Ball,Roll-On Cap,"Tall Matte Black cap or closure for rollon bottles, Threadsize 20-400",current,family=Roll-On Cap,False,,CPRoll20-400TallMattBlk,20. Caps,1. 20-400 Roll on caps /Roll on caps/25. CPRoll20-400TallMattBlk.psd,1. 20-400 Roll on caps,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-matte-black-Color-20-400,convex:products (dev) 2026-09-25,high
CMP-ROC-MGLD-20400-T,True,CMP-ROC-MGLD-20400-T,CPRoll20-400TallMattGl,roll-on-cap,20-400,Gold,Gold,Tall,Gold,,Plastic Roller Ball,Roll-On Cap,"Tall Matte Gold cap or closure for rollon bottles, Threadsize 20-400",current,family=Roll-On Cap,False,,CPRoll20-400TallMattGl,20. Caps,1. 20-400 Roll on caps /Roll on caps/21. CPRoll20-400TallMattGl.psd,1. 20-400 Roll on caps,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-matte-gold-Color-20-400,convex:products (dev) 2026-09-25,high
CMP-ROC-MSLV-20400-T,True,CMP-ROC-MSLV-20400-T,CPRoll20-400TallMattSl,roll-on-cap,20-400,Silver,Silver,Tall,Silver,,Plastic Roller Ball,Roll-On Cap,"Tall Matte Silver cap or closure for rollon bottles, Threadsize 20-400",current,family=Roll-On Cap,False,,CPRoll20-400TallMattSl,20. Caps,1. 20-400 Roll on caps /Roll on caps/20. CPRoll20-400TallMattSl.psd,1. 20-400 Roll on caps,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-matte-silver-Color-20-400,convex:products (dev) 2026-09-25,high
CMP-ROC-SBLK-20400-T,True,CMP-ROC-SBLK-20400-T,CPRoll20-400TallShnBlk,roll-on-cap,20-400,Black,Black,Tall,Black,,Plastic Roller Ball,Roll-On Cap,"Tall Shiny Black cap or closure for rollon bottles, Threadsize 20-400",current,family=Roll-On Cap,False,,CPRoll20-400TallShnBlk,20. Caps,1. 20-400 Roll on caps /Roll on caps/23. CPRoll20-400TallShnBlk.psd,1. 20-400 Roll on caps,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-shiny-black-Color-20-400,convex:products (dev) 2026-09-25,high
CMP-ROC-SGLD-20400-T,True,CMP-ROC-SGLD-20400-T,CPRoll20-400TallShnGl,roll-on-cap,20-400,Gold,Gold,Tall,Gold,,Plastic Roller Ball,Roll-On Cap,"Tall Shiny Gold cap or closure for rollon bottles, Threadsize 20-400",current,family=Roll-On Cap,False,,CPRoll20-400TallShnGl,20. Caps,1. 20-400 Roll on caps /Roll on caps/22. CPRoll20-400TallShnGl.psd,1. 20-400 Roll on caps,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-shiny-gold-Color-20-400,convex:products (dev) 2026-09-25,high
CMP-ROC-SSLV-20400-T,True,CMP-ROC-SSLV-20400-T,CPRoll20-400TallShnSl,roll-on-cap,20-400,Silver,Silver,Tall,Silver,,Plastic Roller Ball,Roll-On Cap,"Tall Shiny Silver cap or closure for rollon bottles, Threadsize 20-400",current,family=Roll-On Cap,False,,CPRoll20-400TallShnSl,20. Caps,1. 20-400 Roll on caps /Roll on caps/26. CPRoll20-400TallShnSl.psd,1. 20-400 Roll on caps,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-shiny-silver-Color-20-400,convex:products (dev) 2026-09-25,high
BB-ALU250SPRYBL,True,BB-ALU250SPRYBL,Alu250SpryBl,review,20-410,,,,,,,Aluminum Bottle,"Cylinder shaped, matte aluminum 250 ml bottle with black sprayer. For use with cologne, perfume, air freshner, face and body spray, or room spray. Price Each",quarantine,family=Aluminum Bottle is not a component family,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/Cylinder-shaped-matte-aluminum-250ml-bottle-black-sprayer,convex:products (dev) 2026-09-25,low
CMP-CLS-BLK-03,True,CMP-CLS-BLK-03,CapBlackPoly22mm-400,cap,22-400,Black,Black,,,,Cap/Closure,Cap/Closure,Cap/Closure Black,current,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/caps-lids-top-bottle-black-color-1oz-20-400,convex:products (dev) 2026-09-25,medium
CMP-CAP-PHN-24400-BLK,True,CMP-CAP-PHN-24400-BLK,CP24-400BlkPls,cap,24-400,Black,Black,,,,N/A,Cap/Closure,Phenolic Cap 24-400 Black Taperseal,current,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/caps-lids-top-bottle-black-color-2oz-20-400,convex:products (dev) 2026-09-25,medium
BB-CREAMJARAMB5MLSLCAP,True,BB-CREAMJARAMB5MLSLCAP,CreamJarAmb5mlSlcap,review,37mm,,,,,,,Cream Jar,"Cream glass jar style 5 ml amber bottle with silver cap . For use with body butters, creams, and thick lotions. Small trial or sample size. Great for promotions. Price each",quarantine,family=Cream Jar is not a component family,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/cream-jar-style-5-ml-amber-glass-bottle-silver-cap,convex:products (dev) 2026-09-25,low
CMP-CAP-BLK-8-425,True,CMP-CAP-BLK-8-425,8-425CpShortBlack,cap,8-425,Black,Black,Short,Black,,Cap/Closure,Cap/Closure,"Black lid or closure for glass bottle, Thread size 8-425",current,family=Cap/Closure,False,,CP8-425ShortBlack,20. Caps,21. Hearts 8-245 Caps/1. CP8-425ShortBlack .psd,21. Hearts 8-245 Caps,alias-map,"[674, 978]",0,In Stock,,https://www.bestbottles.com/product/Caps-short-lid-top-black-Color-8-425,convex:products (dev) 2026-09-25,high
CMP-CAP-WHT-8-425,True,CMP-CAP-WHT-8-425,8-425CpShortWhite,cap,8-425,White,White,Short,White,,Cap/Closure,Cap/Closure,"White lid or closure for glass bottle, Thread size 8-425",current,family=Cap/Closure,False,,CP8-425ShortWhite,20. Caps,20.  8-245 Caps/2. CP8-425ShortWhite.psd,20.  8-245 Caps,alias-map,"[674, 978]",0,In Stock,,https://www.bestbottles.com/product/Caps-short-lid-top-White-Color-8-425,convex:products (dev) 2026-09-25,high
CMP-CAP-BLK-8425-T,True,CMP-CAP-BLK-8425-T,CP8-425TallBlack,cap,8-425,Black,Black,Tall,Black,,Cap/Closure,Cap/Closure,"Tall black lid or closure for glass bottle, Thread size 8-425",current,family=Cap/Closure,False,,CP8-425TallBlack,20. Caps,20.  8-245 Caps/5. CP8-425TallBlack.psd,20.  8-245 Caps,exact,"[674, 978]",0,In Stock,,https://www.bestbottles.com/product/Caps-tall-lid-top-black-Color-8-425,convex:products (dev) 2026-09-25,high
CMP-CAP-SGLD-8425-T,True,CMP-CAP-SGLD-8425-T,CP8-425TallShnGl,cap,8-425,Gold,Gold,Tall,Gold,,Cap/Closure,Cap/Closure,"Tall shiny gold lid or closure for glass bottle, Thread size 8-425",current,family=Cap/Closure,False,,CP8-425TallShnGl,20. Caps,20.  8-245 Caps/4. CP8-425TallShnGl.psd,20.  8-245 Caps,exact,"[674, 978]",0,In Stock,,https://www.bestbottles.com/product/Caps-tall-lid-top-shiny-gold-Color-8-425,convex:products (dev) 2026-09-25,high
CMP-CAP-SSLV-8425-T,True,CMP-CAP-SSLV-8425-T,CP8-425TallShnSl,cap,8-425,Silver,Silver,Tall,Silver,,Cap/Closure,Cap/Closure,"Tall shiny silver lid or closure for glass bottle, Thread size 8-425",current,family=Cap/Closure,False,,CP8-425TallShnSl,20. Caps,20.  8-245 Caps/3. CP8-425TallShnSl.psd,20.  8-245 Caps,exact,"[674, 978]",0,In Stock,,https://www.bestbottles.com/product/Caps-tall-lid-top-shiny-silver-Color-8-425,convex:products (dev) 2026-09-25,high
CMP-CLS-BLK-06,True,CMP-CLS-BLK-06,CJ30BlkCap,cap,Press-Fit,Black,Black,,,,Cap/Closure,Cap/Closure,Cap/Closure Black,quarantine,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/cream-jar-style-30-ml-frosted-glass-bottle-black-cap,convex:products (dev) 2026-09-25,low
CMP-CLS-SLV-02,True,CMP-CLS-SLV-02,CJ30SlCap,cap,Press-Fit,Silver,Silver,,,,Cap/Closure,Cap/Closure,Cap/Closure Silver,quarantine,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/cream-jar-style-30-ml-frosted-glass-bottle-silver-cap,convex:products (dev) 2026-09-25,low
CMP-CLS-BLK-07,True,CMP-CLS-BLK-07,CJ40BlkCap,cap,Press-Fit,Black,Black,,,,Cap/Closure,Cap/Closure,Cap/Closure Black,quarantine,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/cream-jar-style-40-ml-frosted-glass-bottle-black-cap,convex:products (dev) 2026-09-25,low
CMP-CLS-SLV-03,True,CMP-CLS-SLV-03,CJ40SlCap,cap,Press-Fit,Silver,Silver,,,,Cap/Closure,Cap/Closure,Cap/Closure Silver,quarantine,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/cream-jar-style-40-ml-frosted-glass-bottle-silver-cap,convex:products (dev) 2026-09-25,low
CMP-CLS-BLK-08,True,CMP-CLS-BLK-08,CJ5BlkCap,cap,Press-Fit,Black,Black,,,,Cap/Closure,Cap/Closure,Cap/Closure Black,quarantine,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/cream-jar-style-5-ml-amber-glass-bottle-black-cap,convex:products (dev) 2026-09-25,low
CMP-CLS-SLV-04,True,CMP-CLS-SLV-04,CJ5SlCap,cap,Press-Fit,Silver,Silver,,,,Cap/Closure,Cap/Closure,Cap/Closure Silver,quarantine,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/cream-jar-style-5-ml-amber-glass-bottle-silver-cap,convex:products (dev) 2026-09-25,low
CMP-CLS-GLD-02,True,CMP-CLS-GLD-02,CPKeyChnGld,cap,Specialty,Gold,Gold,,,,Cap/Closure,Cap/Closure,Cap/Closure Gold,quarantine,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/caps-lids-top-bottle-shiny-gold-color-15-415,convex:products (dev) 2026-09-25,low
CMP-CLS-GDRD,True,CMP-CLS-GDRD,CPTslRed,cap,Specialty,Red,Red,,,Gold,Cap/Closure,Cap/Closure,Cap/Closure Gold Red,quarantine,family=Cap/Closure,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/vintage-antique-bulb-sprayer-black-tassel,convex:products (dev) 2026-09-25,low
LIB-13-415-MtlRollon,False,,,roller-insert,13-415,,,,,,,,"Metal roller-ball insert, 13-415",current,"library part, not a product (Jordan 2026-09-25)",False,metal,13-415MtlRollon,20. Caps,25. 13-415  Metal Roll on/1. 13-415MtlRollon.psd,25. 13-415  Metal Roll on,exact,"[674, 978]",1,,,,BB-PSD-Files-Master/20. Caps,high
LIB-13-415-PlsticRollon,False,,,roller-insert,13-415,,,,,,,,"Plastic roller-ball insert, 13-415",current,"library part, not a product (Jordan 2026-09-25)",False,plastic,13-415PlsticRollon,20. Caps,24. 13-415 Roll on/2. 13-415PlsticRollon.psd,24. 13-415 Roll on,exact,"[674, 978]",0,,,,BB-PSD-Files-Master/20. Caps,high
LIB-17-415-MtlRollon,False,,,roller-insert,17-415,,,,,,,,"Metal roller-ball insert, 17-415",current,"library part, not a product (Jordan 2026-09-25); no master PSD yet, cut from productKits roller layers in Phase 3",False,metal,,,,,,,,,,,productKits roller layers (Phase 3),medium
LIB-17-415-PlsticRollon,False,,,roller-insert,17-415,,,,,,,,"Plastic roller-ball insert, 17-415",current,"library part, not a product (Jordan 2026-09-25); no master PSD yet, cut from productKits roller layers in Phase 3",False,plastic,,,,,,,,,,,productKits roller layers (Phase 3),medium
LIB-18-415-Reducer,False,,,reducer,18-415,,,,,,,,"Orifice reducer, 18-415",current,"library part, not a product (Jordan 2026-09-25)",False,,415Reducer,20. Caps,23. 18-415 Reducer/18-415Reducer.psd,23. 18-415 Reducer,exact,"[674, 978]",1,,,,BB-PSD-Files-Master/20. Caps,high
LIB-14.3mm-Plug,False,,,plug-applicator,14.3mm,,,,,,,,"Plug, 14.3 mm (Tola)",current,"library part, not a product (Jordan 2026-09-25); cut from the Tola master photo, GB3TPlGl.psd",False,,,,,,,,,,,,Tola master photo (build_bodies.py plug_layers),medium
